0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0.0,0.0,0.0,4.0196376213834147e-07,4.0196376213834147e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0196376213834147e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0196376213834147e-07,0.0,0.0,0.0
0.0,0.0,0.0,4.1108099770470125e-07,4.1108099770470125e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1108099770470125e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1108099770470125e-07,0.0,0.0,0.0
0.0,0.0,0.0,4.2755158473145113e-07,4.2755158473145113e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2755158473145113e-07,0.0,0.0,0.0,0.0,4.2755158473145113e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2755158473145113e-07,0.0,0.0,0.0
0.0,0.0,0.0,2.4834096262910775e-08,2.4834096262910775e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4834096262910775e-08,0.0,0.0,0.0,0.0,2.4834096262910775e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4834096262910775e-08,0.0,0.0,0.0
0.0,0.0,0.0,2.8366705810880427e-08,2.8366705810880427e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8366705810880427e-08,0.0,0.0,0.0,0.0,2.8366705810880427e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8366705810880427e-08,0.0,0.0,0.0
0.0,0.0,0.0,3.0385339838291656e-08,3.0385339838291656e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0385339838291656e-08,0.0,0.0,0.0,0.0,3.0385339838291656e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0385339838291656e-08,0.0,0.0,0.0
0.0,0.0,0.0,3.425763516803587e-08,3.425763516803587e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.425763516803587e-08,0.0,0.0,0.0,0.0,3.425763516803587e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.425763516803587e-08,3.425763516803587e-08,0.0,0.0
0.0,0.0,0.0,3.62762691954471e-08,3.62762691954471e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.62762691954471e-08,0.0,0.0,0.0,0.0,3.62762691954471e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.62762691954471e-08,3.62762691954471e-08,0.0,0.0
0.0,0.0,0.0,3.9304220236563944e-08,3.9304220236563944e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9304220236563944e-08,0.0,0.0,0.0,0.0,3.9304220236563944e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9304220236563944e-08,3.9304220236563944e-08,0.0,0.0
0.0,0.0,0.0,5.595795096270659e-08,5.595795096270659e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.595795096270659e-08,0.0,0.0,0.0,0.0,5.595795096270659e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.595795096270659e-08,5.595795096270659e-08,0.0,0.0
0.0,0.0,0.0,5.949056051067624e-08,5.949056051067624e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.949056051067624e-08,0.0,0.0,0.0,0.0,5.949056051067624e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.949056051067624e-08,5.949056051067624e-08,0.0,0.0
0.0,0.0,0.0,6.302317005864589e-08,6.302317005864589e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.302317005864589e-08,0.0,0.0,0.0,0.0,6.302317005864589e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.302317005864589e-08,6.302317005864589e-08,0.0,0.0
0.0,0.0,0.0,6.756509662032115e-08,6.756509662032115e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.756509662032115e-08,0.0,0.0,0.0,0.0,6.756509662032115e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.756509662032115e-08,6.756509662032115e-08,0.0,0.0
0.0,0.0,0.0,6.958373064773239e-08,6.958373064773239e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.958373064773239e-08,0.0,0.0,0.0,0.0,6.958373064773239e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.958373064773239e-08,6.958373064773239e-08,0.0,0.0
0.0,0.0,0.0,7.160236467514362e-08,7.160236467514362e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.160236467514362e-08,0.0,0.0,0.0,0.0,7.160236467514362e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.160236467514362e-08,7.160236467514362e-08,0.0,0.0
0.0,0.0,0.0,7.311634019570205e-08,7.311634019570205e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.311634019570205e-08,0.0,0.0,0.0,0.0,7.311634019570205e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.311634019570205e-08,7.311634019570205e-08,0.0,0.0
0.0,0.0,0.0,7.81629252642301e-08,7.81629252642301e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.81629252642301e-08,0.0,0.0,0.0,0.0,7.81629252642301e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.81629252642301e-08,7.81629252642301e-08,0.0,0.0
0.0,0.0,0.0,8.42188273464638e-08,8.42188273464638e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.42188273464638e-08,0.0,0.0,0.0,0.0,8.42188273464638e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.42188273464638e-08,8.42188273464638e-08,0.0,0.0
0.0,0.0,0.0,8.775143689443345e-08,8.775143689443345e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.775143689443345e-08,0.0,0.0,0.0,0.0,8.775143689443345e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.775143689443345e-08,8.775143689443345e-08,0.0,0.0
0.0,0.0,0.0,9.532131449722557e-08,9.532131449722557e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.532131449722557e-08,0.0,0.0,0.0,0.0,9.532131449722557e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.532131449722557e-08,9.532131449722557e-08,0.0,0.0
0.0,0.0,0.0,1.0036789956575364e-07,1.0036789956575364e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0036789956575364e-07,0.0,0.0,0.0,0.0,1.0036789956575364e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0036789956575364e-07,1.0036789956575364e-07,0.0,0.0
0.0,0.0,0.0,1.0591914314113452e-07,1.0591914314113452e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0591914314113452e-07,0.0,0.0,0.0,0.0,1.0591914314113452e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0591914314113452e-07,1.0591914314113452e-07,0.0,0.0
0.0,0.0,0.0,1.180309473056019e-07,1.180309473056019e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.180309473056019e-07,0.0,0.0,0.0,0.0,1.180309473056019e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.180309473056019e-07,1.180309473056019e-07,0.0,0.0
0.0,0.0,0.0,1.2812411744265803e-07,1.2812411744265803e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2812411744265803e-07,0.0,0.0,0.0,0.0,1.2812411744265803e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2812411744265803e-07,1.2812411744265803e-07,0.0,0.0
0.0,0.0,0.0,1.3569399504545018e-07,1.3569399504545018e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3569399504545018e-07,0.0,0.0,0.0,0.0,1.3569399504545018e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3569399504545018e-07,1.3569399504545018e-07,0.0,0.0
0.0,0.0,0.0,1.4528250667565349e-07,1.4528250667565349e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4528250667565349e-07,0.0,0.0,0.0,0.0,1.4528250667565349e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4528250667565349e-07,1.4528250667565349e-07,0.0,0.0
0.0,0.0,0.0,1.6496418844291299e-07,1.6496418844291299e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6496418844291299e-07,0.0,0.0,0.0,0.0,1.6496418844291299e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6496418844291299e-07,1.6496418844291299e-07,0.0,0.0
0.0,0.0,0.0,1.7758065111423315e-07,1.7758065111423315e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7758065111423315e-07,0.0,0.0,0.0,0.0,1.7758065111423315e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7758065111423315e-07,1.7758065111423315e-07,0.0,0.0
0.0,0.0,0.0,1.9877630840205106e-07,1.9877630840205106e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9877630840205106e-07,0.0,0.0,0.0,0.0,1.9877630840205106e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9877630840205106e-07,1.9877630840205106e-07,0.0,0.0
0.0,0.0,0.0,2.1139277107337127e-07,2.1139277107337127e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1139277107337127e-07,0.0,0.0,0.0,0.0,2.1139277107337127e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1139277107337127e-07,2.1139277107337127e-07,0.0,0.0
0.0,0.0,0.0,2.5924749131899314e-07,2.5924749131899314e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5924749131899314e-07,0.0,0.0,0.0,0.0,2.5924749131899314e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5924749131899314e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5924749131899314e-07,2.5924749131899314e-07,0.0,0.0
0.0,0.0,0.0,3.0979004666630913e-07,3.0979004666630913e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0979004666630913e-07,0.0,0.0,0.0,0.0,3.0979004666630913e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0979004666630913e-07,0.0,3.0979004666630913e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0979004666630913e-07,3.0979004666630913e-07,0.0,0.0
0.0,0.0,0.0,4.239921794290447e-07,4.239921794290447e-07,0.0,0.0,0.0,0.0,4.239921794290447e-07,0.0,0.0,0.0,0.0,4.239921794290447e-07,0.0,0.0,0.0,0.0,4.239921794290447e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.239921794290447e-07,0.0,0.0,0.0,4.239921794290447e-07,0.0,0.0,4.239921794290447e-07,0.0,4.239921794290447e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.239921794290447e-07,4.239921794290447e-07,0.0,0.0
0.0,0.0,0.0,5.093730180088186e-07,5.093730180088186e-07,0.0,0.0,0.0,0.0,5.093730180088186e-07,5.093730180088186e-07,0.0,0.0,0.0,5.093730180088186e-07,0.0,0.0,0.0,0.0,5.093730180088186e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.093730180088186e-07,0.0,0.0,5.093730180088186e-07,0.0,0.0,0.0,5.093730180088186e-07,0.0,0.0,5.093730180088186e-07,0.0,5.093730180088186e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.093730180088186e-07,5.093730180088186e-07,0.0,0.0
0.0,0.0,0.0,5.923835604113156e-07,5.923835604113156e-07,0.0,0.0,0.0,0.0,5.923835604113156e-07,5.923835604113156e-07,0.0,0.0,0.0,5.923835604113156e-07,0.0,0.0,0.0,0.0,5.923835604113156e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.923835604113156e-07,0.0,0.0,5.923835604113156e-07,0.0,0.0,0.0,5.923835604113156e-07,0.0,0.0,5.923835604113156e-07,0.0,5.923835604113156e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.923835604113156e-07,5.923835604113156e-07,0.0,0.0
0.0,0.0,0.0,7.522481067171997e-07,7.522481067171997e-07,0.0,0.0,0.0,0.0,7.522481067171997e-07,7.522481067171997e-07,0.0,0.0,0.0,7.522481067171997e-07,0.0,0.0,0.0,0.0,7.522481067171997e-07,0.0,0.0,0.0,0.0,7.522481067171997e-07,0.0,0.0,7.522481067171997e-07,0.0,0.0,7.522481067171997e-07,7.522481067171997e-07,0.0,7.522481067171997e-07,7.522481067171997e-07,0.0,0.0,7.522481067171997e-07,0.0,7.522481067171997e-07,0.0,0.0,7.522481067171997e-07,0.0,0.0,0.0,0.0,7.522481067171997e-07,7.522481067171997e-07,0.0,0.0
0.0,0.0,0.0,9.045896389359606e-07,9.045896389359606e-07,9.045896389359606e-07,0.0,0.0,0.0,9.045896389359606e-07,9.045896389359606e-07,0.0,0.0,0.0,9.045896389359606e-07,9.045896389359606e-07,0.0,0.0,0.0,9.045896389359606e-07,9.045896389359606e-07,0.0,0.0,9.045896389359606e-07,9.045896389359606e-07,0.0,0.0,9.045896389359606e-07,0.0,9.045896389359606e-07,9.045896389359606e-07,9.045896389359606e-07,0.0,9.045896389359606e-07,9.045896389359606e-07,0.0,0.0,9.045896389359606e-07,9.045896389359606e-07,9.045896389359606e-07,9.045896389359606e-07,0.0,9.045896389359606e-07,9.045896389359606e-07,0.0,0.0,0.0,9.045896389359606e-07,9.045896389359606e-07,0.0,0.0
0.0,0.0,0.0,1.210072585816293e-06,1.210072585816293e-06,1.210072585816293e-06,0.0,0.0,0.0,1.210072585816293e-06,1.210072585816293e-06,1.210072585816293e-06,0.0,0.0,1.210072585816293e-06,1.210072585816293e-06,0.0,0.0,0.0,1.210072585816293e-06,1.210072585816293e-06,0.0,0.0,1.210072585816293e-06,1.210072585816293e-06,0.0,0.0,1.210072585816293e-06,0.0,1.210072585816293e-06,1.210072585816293e-06,1.210072585816293e-06,0.0,1.210072585816293e-06,1.210072585816293e-06,0.0,1.210072585816293e-06,1.210072585816293e-06,1.210072585816293e-06,1.210072585816293e-06,1.210072585816293e-06,0.0,1.210072585816293e-06,1.210072585816293e-06,1.210072585816293e-06,0.0,0.0,1.210072585816293e-06,1.210072585816293e-06,0.0,0.0
0.0,0.0,0.0,1.6064198828467995e-06,1.6064198828467995e-06,1.6064198828467995e-06,0.0,1.6064198828467995e-06,0.0,1.6064198828467995e-06,1.6064198828467995e-06,1.6064198828467995e-06,0.0,0.0,1.6064198828467995e-06,1.6064198828467995e-06,1.6064198828467995e-06,0.0,0.0,1.6064198828467995e-06,1.6064198828467995e-06,0.0,0.0,1.6064198828467995e-06,1.6064198828467995e-06,0.0,0.0,1.6064198828467995e-06,0.0,1.6064198828467995e-06,1.6064198828467995e-06,1.6064198828467995e-06,0.0,1.6064198828467995e-06,1.6064198828467995e-06,0.0,1.6064198828467995e-06,1.6064198828467995e-06,1.6064198828467995e-06,1.6064198828467995e-06,1.6064198828467995e-06,0.0,1.6064198828467995e-06,1.6064198828467995e-06,1.6064198828467995e-06,1.6064198828467995e-06,1.6064198828467995e-06,1.6064198828467995e-06,1.6064198828467995e-06,0.0,0.0
0.0,0.0,0.0,2.2385200435491867e-06,2.2385200435491867e-06,2.2385200435491867e-06,2.2385200435491867e-06,2.2385200435491867e-06,0.0,2.2385200435491867e-06,2.2385200435491867e-06,2.2385200435491867e-06,2.2385200435491867e-06,0.0,2.2385200435491867e-06,2.2385200435491867e-06,2.2385200435491867e-06,2.2385200435491867e-06,2.2385200435491867e-06,2.2385200435491867e-06,2.2385200435491867e-06,0.0,0.0,2.2385200435491867e-06,2.2385200435491867e-06,0.0,0.0,2.2385200435491867e-06,0.0,2.2385200435491867e-06,2.2385200435491867e-06,2.2385200435491867e-06,0.0,2.2385200435491867e-06,2.2385200435491867e-06,2.2385200435491867e-06,2.2385200435491867e-06,2.2385200435491867e-06,2.2385200435491867e-06,2.2385200435491867e-06,2.2385200435491867e-06,2.2385200435491867e-06,2.2385200435491867e-06,2.2385200435491867e-06,2.2385200435491867e-06,2.2385200435491867e-06,2.2385200435491867e-06,2.2385200435491867e-06,2.2385200435491867e-06,0.0,0.0
0.0,0.0,0.0,3.176200249643358e-06,3.176200249643358e-06,3.176200249643358e-06,3.176200249643358e-06,3.176200249643358e-06,0.0,3.176200249643358e-06,3.176200249643358e-06,3.176200249643358e-06,3.176200249643358e-06,0.0,3.176200249643358e-06,3.176200249643358e-06,3.176200249643358e-06,3.176200249643358e-06,3.176200249643358e-06,3.176200249643358e-06,3.176200249643358e-06,0.0,3.176200249643358e-06,3.176200249643358e-06,3.176200249643358e-06,0.0,0.0,3.176200249643358e-06,0.0,3.176200249643358e-06,3.176200249643358e-06,3.176200249643358e-06,0.0,3.176200249643358e-06,3.176200249643358e-06,3.176200249643358e-06,3.176200249643358e-06,3.176200249643358e-06,3.176200249643358e-06,3.176200249643358e-06,3.176200249643358e-06,3.176200249643358e-06,3.176200249643358e-06,3.176200249643358e-06,3.176200249643358e-06,3.176200249643358e-06,3.176200249643358e-06,3.176200249643358e-06,3.176200249643358e-06,0.0,0.0
